Name,Team,POS,ADP,PA,mAVG,mRBI,mR,mSB,mHR,PTS,aPOS,Dollars,PlayerId
"MJ Melendez","KCR","OF",297.44000244140625,567.899,-5.038795312657737,-3.7754878734777173,-4.120340932163418,-2.289504086933941,-2.4314961707365943,-17.65562437596941,14.497187020258568,-2.1584373557108423,"22197"
"Charlie Blackmon","COL","OF/DH",433.04998779296875,571.732,2.7026512694731966,-8.442145837431292,-2.513546448563652,-2.5053071306239065,-6.940513088117158,-17.698861235262807,14.497187020258568,-2.2016742150042403,"7859"
"Max Muncy","LAD","3B",186.2899932861328,527.291,-7.481969381999254,-2.5631531693065863,-3.9178934461750337,-3.879717320207686,0.4297137448618398,-17.41301957282672,14.164947568613401,-2.248072004213317,"13301"
"Jarren Duran","BOS","OF",149.97999572753906,526.621,-1.5380184499916416,-9.731978558169645,-3.802205082368214,4.604907718397972,-7.349240120666462,-17.816534492797988,14.497187020258568,-2.31934747253942,"24617"
"Ha-seong Kim","SDP","2B/3B/SS",88.77999877929688,593.956,-4.001993983584308,-6.287430330968304,-4.300854918816252,5.039006944012562,-5.961076041578164,-15.512348330934465,11.884980284173745,-2.627368046760718,"27506"
"Lourdes Gurriel Jr.","ARI","OF/DH",236.97999572753906,524.852,2.511939027532482,-5.229389415850016,-6.9928654148298275,-3.1333391780851576,-5.489444785844187,-18.333099767076707,14.497187020258568,-2.8359127468181393,"19238"
"Kerry Carpenter","DET","OF/DH",229.89999389648438,514.709,-1.9862844310559051,-3.6763894440647866,-6.9941465771741935,-3.0318353140533607,-2.7633050714199285,-18.451960837768176,14.497187020258568,-2.954773817509607,"25961"
"Jake Fraley","CIN","OF/DH",340.0199890136719,467.708,-2.899845548018164,-7.427002040253804,-6.921602994009932,2.2096541063625326,-4.018868632871188,-19.057665108790555,14.497187020258568,-3.5604780885319878,"19260"
"Andrew Benintendi","CHW","OF",365.760009765625,627.763,0.9954200366373556,-9.053973430590629,-2.5800596303674532,-0.0643503376942888,-8.449177707312383,-19.1521410693274,14.497187020258568,-3.654954049068831,"17901"
"Brendan Donovan","STL","2B/OF",293.1300048828125,555.637,2.840934497676758,-9.38923090618949,-2.5383521351084344,-1.8028335621640312,-7.7980920045047295,-18.687574110289926,13.800275170131984,-3.887298940157943,"24679"
"Anthony Volpe","NYY","SS",127.79000091552734,564.284,-8.069478750693218,-4.707724580605441,-4.486338623586302,3.88367070191684,-3.445935020616953,-16.825806273585073,11.884980284173745,-3.9408259894113282,"27647"
"Anthony Rendon","LAA","3B",421.6300048828125,558.545,-1.8111606348725295,-4.0474562419560325,-4.873111405229643,-3.30290737281722,-5.313014597252104,-19.34765025212753,14.164947568613401,-4.182702683514127,"12861"
"Brandon Lowe","TBR","2B",269.55999755859375,515.249,-4.922846503192332,-5.6724464838436734,-4.26252254147281,-2.60411298634406,-1.5289766673428242,-18.990905182195696,13.800275170131984,-4.190630012063711,"18882"
"Yoan Moncada","CHW","3B",368.2200012207031,632.712,-3.8351919063644444,-5.0046533691958075,-2.837617357405317,-3.5132324323602333,-4.186778854800705,-19.37747392012651,14.164947568613401,-4.212526351513106,"17232"
"Ezequiel Tovar","COL","SS",188.55999755859375,582.105,-1.3685467323146672,-4.945495712657523,-5.430246600642738,0.07071537743622003,-5.572164760680002,-17.24573842885871,11.884980284173745,-4.360758144684964,"24064"
"Luis Campusano","SDP","C",190.05999755859375,460.482,-0.051959205432110606,-8.072858997622788,-9.981140233807155,-4.145883802989259,-5.424440595752011,-27.676282835603324,22.138586138571643,-4.537696697031682,"22217"
"DJ LeMahieu","NYY","1B/3B",342.55999755859375,618.213,-1.9634804388564346,-7.571720705624686,-1.136221846297538,-2.690205201568437,-6.36819763264814,-19.72982582499524,14.164947568613401,-4.564878256381838,"9874"
"Lars Nootbaar","STL","OF",214.8699951171875,504.873,-1.5281551693446283,-7.927468843385557,-4.589653938593855,-1.3214362489284461,-4.736562789808848,-20.103276990061335,14.497187020258568,-4.606089969802768,"21454"
"Brent Rooker","OAK","OF/DH",306.8599853515625,560.95,-9.135561577705179,-2.9000919300059174,-5.504508729016836,-3.440630453622787,0.6499106112889518,-20.33088207906177,14.497187020258568,-4.833695058803201,"19627"
"Austin Hays","BAL","OF",316.2200012207031,552.619,-1.652725689366218,-4.803463002752031,-6.5332987764479755,-2.898404466035759,-4.593407097884002,-20.481299032485985,14.497187020258568,-4.984112012227417,"19363"
"Jackson Chourio","MIL","OF",136,522.547,-2.497956297568305,-6.466648659048737,-8.485628107328512,1.9367835378315041,-5.3498072891083615,-20.86325681522241,14.497187020258568,-5.366069794963844,"sa3015704"
"Bryan De La Cruz","MIA","OF",276.8900146484375,536.467,-0.5581787061390558,-5.439009274207597,-7.220242532371194,-3.1123270324348913,-4.756008236109606,-21.085765781262342,14.497187020258568,-5.588578761003775,"19600"
"Maikel Garcia","KCR","3B",205,567.927,1.0057640065323181,-11.627390437501857,-3.970193472519381,4.340907965721744,-10.551579563827842,-20.802491501595018,14.164947568613401,-5.637543932981616,"22715"
"J.P. Crawford","SEA","SS",269.80999755859375,672.417,-1.5896701245451714,-7.466407159796136,0.6159744332669485,-3.0547277420657477,-7.051754228302247,-18.546584821442355,11.884980284173745,-5.661604537268607,"15491"
"Jonathan India","CIN","2B",276.0199890136719,526.117,-2.055004432837849,-7.521969019084475,-5.691334376856428,-0.5306630925022636,-5.008862619860233,-20.80783354114125,13.800275170131984,-6.0075583710092655,"21523"
"Jake Cronenworth","SDP","1B/2B",350.2200012207031,619.181,-3.7510261399781437,-4.2862346073076365,-4.024178674263667,-2.7093368699278697,-6.171951692404915,-20.942727983882236,13.800275170131984,-6.1424528137502525,"18036"
"Esteury Ruiz","OAK","OF",128.75999450683594,472.553,-3.087162595122463,-12.77472271276942,-9.774507220234197,14.093737259473091,-10.163409482351197,-21.70606475100418,14.497187020258568,-6.208877730745613,"21780"
"Jarred Kelenic","ATL","OF",215.6300048828125,482.647,-3.8337264929163704,-6.7491647848913745,-6.854089909688063,0.351884840979164,-4.765145182115897,-21.85024152863254,14.497187020258568,-6.353054508373973,"22558"
"Nolan Schanuel","LAA","1B",397.6300048828125,550.762,-1.147639623208046,-8.367335057796764,-2.8169352259410063,-3.523942887940569,-6.266648602134543,-22.122501397020926,14.59844914517603,-6.524052251844895,"33189"
"Justin Turner","TOR","1B/DH",250.77999877929688,546.937,-1.7182333760962143,-5.023329473657919,-6.262027249320229,-3.608236398469064,-5.606241095005782,-22.21806759254921,14.59844914517603,-6.6196184473731785,"5235"
"Zach Neto","LAA","SS",277.239990234375,542.222,-3.071671968156824,-6.228407228496751,-5.364605801012029,-0.8720070496370321,-4.605567713651137,-20.142259760953774,11.884980284173745,-7.2572794767800275,"31347"
"Chas McCormick","HOU","OF",169.25,494.697,-4.063845374003462,-7.101755387219651,-7.637290074046107,0.3539694086321312,-4.369690858826374,-22.818612285463463,14.497187020258568,-7.321425265204894,"19599"
"Giancarlo Stanton","NYY","OF/DH",292.6000061035156,440.453,-5.9033875649282574,-5.114367473740077,-8.174085178546363,-4.457753612861544,0.605525776668704,-23.04406805340754,14.497187020258568,-7.546881033148967,"4949"
"Matt Chapman","SFG","3B",277.9200134277344,594.402,-8.27613044428327,-4.030727967793249,-5.118515370790439,-3.136732107257361,-2.3403798605952564,-22.90248575071957,14.164947568613401,-7.737538182106171,"16505"
"Eugenio Suarez","ARI","3B",276.8299865722656,582.529,-7.5237572661026935,-3.784019882775696,-5.210866319688066,-4.06743600962411,-2.3169216936773025,-22.903001171867867,14.164947568613401,-7.738053603254466,"12552"
"Luis Rengifo","LAA","2B/3B/SS/OF",239.1699981689453,515.347,-0.8802840065614606,-6.204589877218254,-7.307001654552759,-1.5096865089442386,-4.801690611258067,-20.70325265853478,11.884980284173745,-7.818272374361033,"19858"
"Joc Pederson","ARI","OF/DH",415.5899963378906,456.711,-1.636896719652326,-6.59507474913958,-7.5779609356021576,-3.9981452361960943,-3.539706461330995,-23.347784101921153,14.497187020258568,-7.850597081662585,"11899"
"Sean Murphy","ATL","C",141.6699981689453,404.766,-2.5470862234764615,-9.144204106272408,-9.768165764574315,-4.445653266827911,-5.354436989069281,-31.259546350220376,22.138586138571643,-8.120960211648736,"19352"
"Tommy Edman","STL","2B/SS/OF",184.3000030517578,485.955,-0.08491954533130211,-10.448011227941139,-6.6350540528427135,4.9953889155574895,-8.83648354673122,-21.009079457288884,11.884980284173745,-8.124099173115138,"19470"
"Joey Meneses","WSN","DH",363.8299865722656,527.215,0.570653227403124,-4.797552875554333,-7.545032083904628,-4.486696286989016,-5.030653529620338,-21.28928154866519,11.884980284173745,-8.404301264491444,"14366"
"Leody Taveras","TEX","OF",269.7099914550781,485.131,-1.0590111734338012,-8.370525911379215,-8.640618956523717,1.0742259336886861,-7.068915438101433,-24.064845545749478,14.497187020258568,-8.567658525490911,"18900"
"J.D. Martinez",,"DH",256.8900146484375,500.108,-3.2836840447969817,-4.190931884043791,-7.157947056182939,-4.384047850288778,-2.506253108737288,-21.522863944049778,11.884980284173745,-8.637883659876032,"6184"
"Jack Suwinski","PIT","OF",240.3699951171875,469.679,-6.865468160071821,-6.573441018144013,-7.571087946541728,-1.4734673896348245,-2.1071569589017023,-24.59062147329409,14.497187020258568,-9.093434453035522,"22244"
"Tommy Pham",,"OF/DH",345,485.495,-3.442247718134986,-8.50110102213583,-7.712738022450573,0.8729351377260215,-6.057006909995239,-24.840158534990607,14.497187020258568,-9.342971514732039,"2967"
"Tim Anderson","MIA","SS",321.29998779296875,551.376,3.962384159878149,-9.477580387871653,-7.348427889985479,0.705901503580054,-10.56139471613563,-22.71911733053456,11.884980284173745,-9.834137046360814,"15172"
"Jose Siri","TBR","OF",287.760009765625,489.048,-8.500624731548992,-6.884745306930344,-8.925668639803297,1.9241927024246914,-2.9491795182486684,-25.336025494106607,14.497187020258568,-9.83883847384804,"17452"
"Alek Thomas","ARI","OF",353.6700134277344,498.773,-0.8791597755086087,-7.93751298410012,-8.25812585300002,-1.1657264135571348,-7.663578144437252,-25.904103170603133,14.497187020258568,-10.406916150344564,"23792"
"Sal Frelick","MIL","OF",278.7099914550781,547.542,0.31367869467840476,-9.008656902383297,-7.84964005112225,0.2082750105162391,-9.704433367812529,-26.04077661612343,14.497187020258568,-10.543589595864862,"29622"
"Seth Brown","OAK","OF",477.1700134277344,487.811,-5.825342152604931,-6.109085963587965,-8.692605545010792,-2.471417994216673,-3.141103659482089,-26.23955531490245,14.497187020258568,-10.742368294643882,"18171"
"Michael Conforto","SFG","OF",419.6300048828125,513.631,-2.9826431981810946,-7.286685215065942,-7.42850113239784,-3.512700959225221,-5.638773803530756,-26.84930430840085,14.497187020258568,-11.352117288142283,"16376"
"Mark Canha","DET","OF/DH",421.2699890136719,512.27,-1.3460846957477848,-8.62865315152658,-7.650442546262318,-2.026403540409119,-7.479370366045613,-27.13095429999142,14.497187020258568,-11.633767279732847,"11445"
"Mitch Haniger","SEA","OF",394.0799865722656,503.138,-5.943765618241802,-6.357336935237354,-8.397901260659854,-3.9704697936294924,-2.548724600927095,-27.2181982086956,14.497187020258568,-11.72101118843703,"14274"
"James Outman","LAD","OF",194.94000244140625,492.923,-6.795008265418137,-7.555394812194791,-7.700117083634908,-1.0944733415111547,-4.140418273350746,-27.285411776109736,14.497187020258568,-11.788224755851168,"24770"
"Edouard Julien","MIN","2B/DH",220.32000732421875,550.055,-5.20264338571866,-10.397488098085008,-2.975580069320237,-2.1579129761062323,-5.91397426070669,-26.64759878993683,13.800275170131984,-11.847323619804843,"27534"
"LaMonte Wade Jr.","SFG","1B/OF",390.0199890136719,496.604,-3.8188163389606893,-8.277809189131188,-6.707035116354379,-3.667511685909483,-5.003306273442232,-27.474478603797973,14.497187020258568,-11.977291583539403,"18126"
"Parker Meadows","DET","OF",279.6000061035156,562.36,-6.819928397818338,-10.287571521706994,-4.422418752723282,0.5410752421760169,-6.558207842730373,-27.547051272802968,14.497187020258568,-12.049864252544399,"23800"
"Mickey Moniak","LAA","OF",413.04998779296875,505.567,-6.48281392415624,-9.031668210728716,-6.787357440562062,-1.155220145803289,-4.113874032272678,-27.570933753522986,14.497187020258568,-12.073746733264418,"19956"
"Henry Davis","PIT","OF",246,501.485,-4.286438937743666,-8.478292185624156,-8.23478843809083,-0.8970663052191202,-5.767361600550598,-27.66394746722837,14.497187020258568,-12.166760446969798,"29617"
"Alex Verdugo","NYY","OF",310.239990234375,475.046,0.39814318033203244,-9.023975562513671,-8.621655370269245,-2.9523654119834863,-7.8979125509027055,-28.097765715337076,14.497187020258568,-12.600578695078509,"17027"
"Vaughn Grissom","BOS","2B/SS",243.02000427246094,473.15,3.6630595536397896,-10.019164350861463,-8.771896980448357,-1.4663544409106075,-9.904259318923296,-26.498615537503934,11.884980284173745,-13.613635253330187,"26031"
"Orlando Arcia","ATL","SS",332.70001220703125,494.477,-2.7486753825936834,-7.4173615617394315,-7.169756393550684,-3.7509058928222165,-5.537781114123856,-26.624480344829873,11.884980284173745,-13.739500060656125,"13185"
"Ramon Laureano","CLE","OF",446.3500061035156,494.848,-6.7986960180789,-8.258259123968983,-8.739499662151376,0.37649420109248005,-6.191274096069377,-29.61123469917616,14.497187020258568,-14.114047678917588,"17128"
"Luis Garcia","WSN","2B",402.6199951171875,444.44,2.527930756481542,-10.399166820250878,-10.442862800264315,-2.0254224641984044,-8.580913394170862,-28.920434722402916,13.800275170131984,-14.120159552270932,"20391"
"Brandon Marsh","PHI","OF",376.5199890136719,496.381,-3.4011742206263667,-9.42537597291505,-8.334918128031878,-0.6032241362100548,-8.010758543846375,-29.775451001629722,14.497187020258568,-14.278263981371152,"20202"
"Jesus Sanchez","MIA","OF",402.9700012207031,433.743,-2.151082033202051,-9.11004018799603,-10.321894855819782,-3.509226257458066,-5.022566861428172,-30.1148101959041,14.497187020258568,-14.617623175645532,"19913"
"Ryan Noda","OAK","1B",422.42999267578125,570.034,-11.243369740572543,-9.655688965268387,-3.837414998928176,-2.332386844284938,-3.566435560723882,-30.635296109777922,14.59844914517603,-15.036846964601892,"23312"
"Mike Yastrzemski","SFG","OF",518.3200073242188,485.997,-5.752245224558533,-8.279387956847486,-8.477224874128394,-3.078601441217562,-4.9843541751281535,-30.57181367188013,14.497187020258568,-15.07462665162156,"14854"
"Shea Langeliers","OAK","C",245.83999633789062,406.063,-6.573325646426694,-10.736137617632764,-12.26547652939088,-3.6087678716040763,-5.237393417193598,-38.42110108224801,22.138586138571643,-15.282514943676365,"25816"
"Andrew McCutchen","PIT","DH",583.4600219726562,493.298,-3.979672194378364,-8.320875460755877,-7.800590005906356,-1.50600742442188,-6.768096208863016,-28.375241294325495,11.884980284173745,-15.490261010151745,"9847"
"Javier Baez","DET","SS",382.5199890136719,523.356,-5.149082463926856,-7.418569985405397,-9.026516972436115,-0.9959127061115023,-5.985213003518364,-28.57529513139823,11.884980284173745,-15.690314847224485,"12979"
"Ryan O'Hearn","BAL","1B/OF",406.2200012207031,399.912,-1.2855793646845923,-9.389129670272615,-11.406859402880416,-3.428366513667071,-5.732297392809962,-31.24223234431466,14.497187020258568,-15.745045324056093,"16442"
"Ceddanne Rafaela","BOS","OF",363.3500061035156,410.463,-1.6014388686006136,-10.90148149923239,-11.852929144936734,1.0440973620056941,-8.133172426383743,-31.444924577147788,14.497187020258568,-15.94773755688922,"24262"
"Wilmer Flores","SFG","1B/3B/DH",365.3800048828125,415.532,-0.9759919969683506,-9.768628523012271,-10.005134318904018,-4.466338297732279,-5.902306992926234,-31.11840012954315,14.164947568613401,-15.953452560929751,"5827"
"Colten Keith","DET","2B/3B",288.7099914550781,477.446,-0.8313101751909147,-9.34371190614841,-9.959802623934099,-3.6883193513401906,-7.050148786822919,-30.873292843436538,13.800275170131984,-16.073017673304555,"sa3014474"
"Alejandro Kirk","TOR","C",268.0199890136719,347.764,1.3552992170513605,-13.772028485100426,-13.36268779668473,-4.483180650192205,-9.291076635302304,-39.553674350228306,22.138586138571643,-16.415088211656666,"22581"
"Brenton Doyle","COL","OF",376.9200134277344,461.778,-6.600751537050406,-10.617017543090423,-10.221420741769409,2.330862339311497,-7.120338429261964,-32.2286659118607,14.497187020258568,-16.731478891602134,"25479"
"Gavin Lux","LAD","2B",265.239990234375,417.893,0.18960987530875803,-11.64855386999752,-9.679282892348414,-1.3452690130506064,-9.481334108098626,-31.964830008186404,13.800275170131984,-17.164554838054425,"19955"
"Bo Naylor","CLE","C",162.67999267578125,367.185,-4.804474888616326,-13.153852502926043,-12.673118551789754,-2.622999239454279,-7.091077241932671,-40.34552242471908,22.138586138571643,-17.20693628614743,"21865"
"Harrison Bader","NYM","OF",359.3299865722656,410.428,-3.2431198549584894,-11.71718413283359,-11.63439264346096,1.973943188179404,-8.124962126834536,-32.74571556990817,14.497187020258568,-17.248528549649603,"18030"
"Will Benson","CIN","OF",310.3699951171875,436.665,-6.488116693423211,-11.045763184253225,-9.723489548013141,1.250988849739918,-6.859150703325833,-32.865531279275494,14.497187020258568,-17.368344259016926,"21853"
"Hunter Renfroe","KCR","OF",372.8900146484375,395.837,-2.1976966666873388,-9.96649091887226,-11.49920915999912,-4.305477398031201,-5.129053492853804,-33.09792763644372,14.497187020258568,-17.600740616185153,"15464"
"Danny Jansen","TOR","C",265.2900085449219,324.891,-3.900502804943794,-12.834988838524096,-13.656547109777849,-4.279437163702754,-6.150222009602585,-40.821697926551074,22.138586138571643,-17.683111787979435,"16535"
"Travis d'Arnaud","ATL","C",392.0799865722656,338.473,-2.6263998688401173,-12.640418532163434,-13.525675482466632,-4.468096116130685,-7.687900553413017,-40.94849055301388,22.138586138571643,-17.809904414442244,"7739"
"Rowdy Tellez","PIT","1B/DH",433.8399963378906,379.403,-2.6526712511354114,-10.075835960833498,-11.70474931229786,-4.273182583564646,-4.962007512982098,-33.66844662081351,14.59844914517603,-18.069997475637482,"15679"
"Rene Pinto","TBR","C",359.3999938964844,380.924,-5.907431765802812,-12.214460082382892,-12.839231081912986,-3.5881645889285716,-6.825691937064525,-41.374979456091786,22.138586138571643,-18.236393317520143,"19859"
"Carlos Santana","MIN","1B",419.510009765625,447.929,-4.8377516461794565,-9.812063857219988,-10.173996283007204,-3.748330494670823,-6.1171959530909295,-34.689338234168396,14.59844914517603,-19.090889088992373,"2396"
"Elias Diaz","COL","C",256.4800109863281,370.998,-1.8269514069724513,-13.387053922578518,-13.80775763622298,-4.321338649914323,-9.017172541213089,-42.36027415690136,22.138586138571643,-19.22168801832972,"11680"
"Edward Olivares","PIT","OF/DH",443.0299987792969,373.959,-0.5002763456355449,-12.283224899285692,-12.5070381996975,-0.9131728748870998,-8.591346114543121,-34.795058434048954,14.497187020258568,-19.297871413790386,"19698"
"Ryan Jeffers","MIN","C",253.19000244140625,333.769,-4.187993099013372,-13.613973589515657,-13.728122968455018,-3.733532091593367,-7.261395331720803,-42.52501708029821,22.138586138571643,-19.38643094172657,"24618"
"Tyler Stephenson","CIN","C/DH",228.77999877929688,348.095,-1.617555169582687,-14.240448353939023,-13.511335998441128,-4.100466631248701,-9.394230518574483,-42.864036671786025,22.138586138571643,-19.725450533214378,"17988"
"Michael Massey","KCR","2B",399.7900085449219,419.127,-1.87189937260858,-10.882367132952929,-11.944623423646691,-2.4325416066965566,-7.610180583888505,-34.74161211979327,13.800275170131984,-19.941336949661284,"27684"
"Brett Baty","NYM","3B",368.29998779296875,397.878,-2.731336330859148,-11.412665213412357,-11.295512689697341,-3.3603839555617574,-6.4899327201632655,-35.28983090969387,14.164947568613401,-20.12488334108047,"26123"
"Jordan Westburg","BAL","2B/3B",316.4100036621094,394.809,-1.4536938421775152,-12.027112125737368,-11.203099768295615,-2.4051933032419424,-8.235153577926248,-35.32425261737869,13.800275170131984,-20.523977447246708,"27815"
"Matt Wallner","MIN","OF",316.80999755859375,420.937,-4.834791120548417,-10.617353287523596,-10.819170571167303,-3.697844347954608,-6.104355364860053,-36.073514692053976,14.497187020258568,-20.576327671795408,"26466"
"Yan Gomes","CHC","C",357.9800109863281,348.201,-1.894119989983448,-14.101070844283667,-14.595362615487794,-4.21783174716362,-9.44108503673187,-44.2494702336504,22.138586138571643,-21.11088409507876,"9627"
"Willi Castro","MIN","3B/OF",292.6300048828125,381.319,-2.4994757139105777,-13.972644754192823,-12.685927791675569,2.3876848387607716,-10.095319218098906,-36.865682639117104,14.164947568613401,-21.700735070503708,"17338"
"Jake Rogers","DET","C",324.6000061035156,334.702,-6.828815583215507,-13.880499566361575,-14.256451675472128,-3.524310815885676,-6.595617513930355,-45.085695154865235,22.138586138571643,-21.94710901629359,"19452"
"Sean Bouchard","COL","OF",468.75,342.546,-1.4402116003955536,-13.120090965382555,-13.095445674102383,-2.291875199794489,-7.6603066232415715,-37.60793006291655,14.497187020258568,-22.11074304265798,"21270"
"Victor Robles","WSN","OF",545.5900268554688,407.703,-3.2214966841578874,-14.101675696850299,-11.994548234593529,1.694940162348736,-10.34440696650493,-37.9671874197579,14.497187020258568,-22.470000399499337,"18363"
"Liover Peguero","PIT","2B/SS",400.8699951171875,412.871,-3.020833380803631,-12.281074597152616,-11.64451561364984,0.41639259985296545,-8.830125362654677,-35.360156354407806,11.884980284173745,-22.47517607023406,"24273"
"Masyn Winn","STL","SS",363.5199890136719,439.579,-3.1092433227269027,-11.851253804923276,-10.407934143530651,-0.4988589136054223,-9.503372869293568,-35.37066305407982,11.884980284173745,-22.485682769906077,"27479"
"Kyle Isbel","KCR","OF",520.97998046875,392.294,-2.401937751771364,-13.418161541339172,-12.152100216698543,-0.2572202132709255,-9.840366633603022,-38.06978635668302,14.497187020258568,-22.57259933642445,"21614"
"Eddie Rosario","WSN","OF",492.5400085449219,383.2,-2.1407231891416294,-12.40691340476034,-13.315387282930725,-2.939488421226519,-7.417885548583953,-38.220397846643166,14.497187020258568,-22.723210826384598,"12155"
"Joey Gallo","WSN","1B/OF",507.3699951171875,421.293,-10.958971367975739,-10.178327715662629,-10.468231006461696,-3.5550113084115518,-3.1215958087820606,-38.28213720729368,14.497187020258568,-22.78495018703511,"14128"
"Gary Sanchez","MIL","C",369.9700012207031,313.912,-6.4706465322367475,-14.010773532302174,-14.810868423157316,-4.290065846688138,-6.445115175793364,-46.02746951017774,22.138586138571643,-22.888883371606095,"11442"
"Nelson Velazquez","KCR","OF",284.6499938964844,336.956,-3.632711167371052,-12.660674685809143,-13.407518944506155,-2.6646964403750024,-6.186026828043986,-38.55162806610534,14.497187020258568,-23.05444104584677,"23359"
"J.J. Bleday","OAK","OF",584.8699951171875,469.152,-8.705234047840538,-11.018821615691989,-10.410902864832808,-2.542916286583153,-6.050340236246836,-38.72821505119532,14.497187020258568,-23.23102803093675,"26368"
"Garrett Mitchell","MIL","OF",391.8399963378906,399.437,-4.344156764330134,-15.37383826495876,-10.568798079268218,0.6998513061971482,-9.254346347845315,-38.84128815020528,14.497187020258568,-23.34410112994672,"27555"
"Jon Berti","MIA","3B/SS",441.3999938964844,401.075,-1.1732820351894464,-15.33315808545075,-11.726431346280238,3.608633305816111,-11.637936245902493,-36.26217440700682,11.884980284173745,-23.37719412283307,"12037"
"Luke Raley","SEA","1B/OF",331.8699951171875,357.92,-4.701577147925919,-12.756515625339908,-13.052925385616518,-1.673531694137561,-6.736675005109943,-38.92122485812985,14.497187020258568,-23.42403783787128,"19354"
"Kyle Manzardo","CLE","1B",375.04998779296875,367.718,-3.170831320842746,-12.087579441858487,-12.916086521227866,-4.066986309084051,-6.866928881846137,-39.10841247485929,14.59844914517603,-23.50996332968326,"sa3017342"
"Elehuris Montero","COL","1B",422.3800048828125,328.685,-1.639755239578594,-12.670148573574233,-13.92029016943642,-4.24804170158414,-6.656053231019384,-39.13428891519277,14.59844914517603,-23.53583977001674,"20543"
"Brice Turang","MIL","2B/SS",337.239990234375,423.524,-3.0444316799565194,-13.087774922955935,-11.812283524699884,1.7199175478715152,-10.27415609710811,-36.498728676848934,11.884980284173745,-23.613748392675184,"22186"
"Adam Duvall",,"OF",443.2099914550781,376,-7.397108216897046,-10.720315340852627,-12.72285625344537,-3.690036283441119,-4.62871739089723,-39.15903348553339,14.497187020258568,-23.66184646527482,"10950"
"Alex Kirilloff","MIN","1B/OF",345.760009765625,336.973,-0.40245911419553765,-13.717776285394926,-13.226130192122374,-3.78945528742688,-8.332813519179693,-39.468634398319416,14.497187020258568,-23.971447378060844,"20325"
"Jason Heyward","LAD","OF",548.510009765625,358.025,-2.017754802577289,-12.864953388451198,-12.839450369235182,-3.4984340292827776,-8.48424132633227,-39.70483391587872,14.497187020258568,-24.20764689562015,"4940"
"Aaron Hicks","LAA","OF",618.1300048828125,440.113,-5.390865018059845,-12.71748084984791,-10.790677520628597,-1.9933321299514084,-8.855188382331209,-39.74754390081897,14.497187020258568,-24.2503568805604,"5297"
"Christian Bethancourt","MIA","C",465.6700134277344,301.156,-2.416955526935796,-15.866210039142581,-15.94581975366889,-3.5673569234978646,-9.668320059699264,-47.46466230294439,22.138586138571643,-24.326076164372754,"10028"
"Austin Wells","NYY","C",298.3299865722656,281.054,-3.7111645617479914,-16.05298646137133,-15.36912746609668,-3.3394535825064438,-9.118968245720026,-47.591700317442466,22.138586138571643,-24.453114178870827,"27562"
"Michael Busch","CHC","1B/2B/3B/OF/DH",357.2099914550781,407.092,-4.488789541834643,-11.674656077475822,-12.20752270382637,-3.7512329832020255,-7.28516198831062,-39.40736329464947,13.800275170131984,-24.607088124517496,"26319"
"Brandon Belt",,"1B/DH",589,375.28,-5.62076102799772,-12.340031063324458,-11.745269795747586,-4.269503450310109,-6.405792162162941,-40.38135749954281,14.59844914517603,-24.78290835436678,"10264"
"Patrick Bailey","SFG","C",359.760009765625,379.242,-5.32909691736791,-14.448085782380115,-14.265043209742396,-3.9979816910061894,-9.996671992151352,-48.03687959264797,22.138586138571643,-24.898293454076327,"27478"
"Whit Merrifield","PHI","2B/OF",270.7099914550781,373.036,-1.376083082946682,-15.314110355471003,-13.096132138763178,1.1309256280489983,-11.076114737763511,-39.73151468689537,13.800275170131984,-24.931239516763398,"11281"
"Dominic Canzone","SEA","OF",659.8699951171875,336.921,-1.3865752851952233,-13.503386805738598,-14.378482686717756,-3.147933100943054,-8.171878460670442,-40.58825633926507,14.497187020258568,-25.091069319006507,"26438"
"Kevin Kiermaier","TOR","OF",528.760009765625,403.782,-3.599316396529621,-13.313015867727206,-12.730729145023865,-0.7765941230890829,-10.239524599117129,-40.659180131486906,14.497187020258568,-25.161993111228337,"11038"
"Dylan Carlson","STL","OF",564.4299926757812,347.956,-1.0050736808310037,-13.960853973545376,-12.925052274080581,-3.3504501934369335,-9.69813641069376,-40.939566532587655,14.497187020258568,-25.442379512329083,"20126"
"Tyrone Taylor","NYM","OF",590.4400024414062,333.814,-3.8040377821431597,-13.63994124292723,-13.895671592182863,-1.90298832457565,-7.742286576097366,-40.984925517926264,14.497187020258568,-25.4877384976677,"13675"
"Jackson Merrill","SDP","SS",999,420.293,-2.4291223064212155,-12.888636185662966,-11.943093179507,-1.6979777039896853,-9.990313219354062,-38.949142594934926,11.884980284173745,-26.06416231076118,"sa3016829"
"Connor Wong","BOS","C",340.4100036621094,286.451,-3.367753111431382,-16.761225247010906,-16.022174645835275,-2.714610276390907,-10.466512948091184,-49.332276228759646,22.138586138571643,-26.193690090188014,"19896"
"Johan Rojas","PHI","OF",365.3500061035156,326.367,-1.6341460472293425,-16.331336537014547,-14.463022716540987,2.2031544033682797,-11.72312619863582,-41.94847709605242,14.497187020258568,-26.45129007579385,"24336"
"Tyler Soderstrom","OAK","C/1B/DH",494.3800048828125,324.736,-6.2216650899750645,-15.17574136058247,-15.889428350275045,-4.233652112749267,-8.136074230949788,-49.656561144531636,22.138586138571643,-26.517975005959993,"27467"
